Rule,Severity,Title,File,Line,Category,Affected Endpoint,Auto-Fixed
D1-004,LOW,Magic number 4 in byLpnNumber(),LicensePlateNumberDataJpaRepository.java,130,D1,,NO
D1-004,LOW,Magic number 5 in byLpnNumber(),LicensePlateNumberDataJpaRepository.java,131,D1,,NO
D1-004,LOW,Magic number 6 in byLpnNumber(),LicensePlateNumberDataJpaRepository.java,132,D1,,NO
D1-004,LOW,Magic number 7 in byLpnNumber(),LicensePlateNumberDataJpaRepository.java,133,D1,,NO
D1-004,LOW,Magic number 3 in byLpnANdCountry(),LicensePlateNumberDataJpaRepository.java,166,D1,,NO
D1-004,LOW,Magic number 4 in byLpnANdCountry(),LicensePlateNumberDataJpaRepository.java,168,D1,,NO
D1-004,LOW,Magic number 5 in byLpnANdCountry(),LicensePlateNumberDataJpaRepository.java,169,D1,,NO
D1-004,LOW,Magic number 6 in byLpnANdCountry(),LicensePlateNumberDataJpaRepository.java,170,D1,,NO
D1-004,LOW,Magic number 7 in byLpnANdCountry(),LicensePlateNumberDataJpaRepository.java,171,D1,,NO
D7-001,LOW,Deprecated API — Date used in LicensePlateNumberDataJpaRepository,LicensePlateNumberDataJpaRepository.java,130,D7,,NO
D7-001,LOW,Deprecated API — Date used in LicensePlateNumberDataJpaRepository,LicensePlateNumberDataJpaRepository.java,131,D7,,NO
D7-001,LOW,Deprecated API — Date used in LicensePlateNumberDataJpaRepository,LicensePlateNumberDataJpaRepository.java,168,D7,,NO
D7-001,LOW,Deprecated API — Date used in LicensePlateNumberDataJpaRepository,LicensePlateNumberDataJpaRepository.java,169,D7,,NO
D7-001,LOW,Deprecated API — Date used in CinVinBvvData,CinVinBvvData.java,20,D7,,NO
D7-001,LOW,Deprecated API — Date used in CinVinBvvData,CinVinBvvData.java,26,D7,,NO
D7-001,LOW,Deprecated API — Date used in CinVinBvvData,CinVinBvvData.java,36,D7,,NO
D7-001,LOW,Deprecated API — Date used in CinVinBvvData,CinVinBvvData.java,45,D7,,NO
D7-001,LOW,Deprecated API — Date used in CinVinBvvData,CinVinBvvData.java,58,D7,,NO
D7-001,LOW,Deprecated API — Date used in CinVinBvvData,CinVinBvvData.java,62,D7,,NO
D7-001,LOW,Deprecated API — Date used in CinVinTemporary,CinVinTemporary.java,30,D7,,NO
D7-001,LOW,Deprecated API — Date used in CinVinTemporary,CinVinTemporary.java,49,D7,,NO
D7-001,LOW,Deprecated API — Date used in CinVinTemporary,CinVinTemporary.java,58,D7,,NO
D1-004,LOW,Magic number 31 in hashCode(),Configuration.java,100,D1,,NO
D1-001,MEDIUM,God class — 34 methods in Consumer,Consumer.java,0,D1,,NO
D1-004,LOW,Magic number 31 in hashCode(),Consumer.java,350,D1,,NO
D7-001,LOW,Deprecated API — Date used in Consumer,Consumer.java,38,D7,,NO
D7-001,LOW,Deprecated API — Date used in Consumer,Consumer.java,42,D7,,NO
D7-001,LOW,Deprecated API — Date used in Consumer,Consumer.java,150,D7,,NO
D7-001,LOW,Deprecated API — Date used in Consumer,Consumer.java,159,D7,,NO
D7-001,LOW,Deprecated API — Date used in Consumer,Consumer.java,168,D7,,NO
D7-001,LOW,Deprecated API — Date used in Consumer,Consumer.java,177,D7,,NO
D1-004,LOW,Magic number 31 in hashCode(),ConsumerFlowConfiguration.java,187,D1,,NO
D7-001,LOW,Deprecated API — Date used in ConsumerFlowConfiguration,ConsumerFlowConfiguration.java,44,D7,,NO
D7-001,LOW,Deprecated API — Date used in ConsumerFlowConfiguration,ConsumerFlowConfiguration.java,48,D7,,NO
D7-001,LOW,Deprecated API — Date used in ConsumerFlowConfiguration,ConsumerFlowConfiguration.java,131,D7,,NO
D7-001,LOW,Deprecated API — Date used in ConsumerFlowConfiguration,ConsumerFlowConfiguration.java,140,D7,,NO
D7-001,LOW,Deprecated API — Date used in ConsumerFlowConfiguration,ConsumerFlowConfiguration.java,149,D7,,NO
D7-001,LOW,Deprecated API — Date used in ConsumerFlowConfiguration,ConsumerFlowConfiguration.java,158,D7,,NO
D8-001,HIGH,Potential resource leak — ResultSet in nullSafeGet(),JsonDataUserType.java,87,D8,,YES
D8-001,HIGH,Potential resource leak — PreparedStatement in nullSafeSet(),JsonDataUserType.java,111,D8,,YES
D1-004,LOW,Magic number 31 in hashCode(),LicensePlateNumberData.java,160,D1,,NO
D1-002,MEDIUM,Long method — equals() is 35 lines,LicensePlateNumberData.java,175,D1,,NO
D7-001,LOW,Deprecated API — Date used in LicensePlateNumberData,LicensePlateNumberData.java,31,D7,,NO
D7-001,LOW,Deprecated API — Date used in LicensePlateNumberData,LicensePlateNumberData.java,35,D7,,NO
D7-001,LOW,Deprecated API — Date used in LicensePlateNumberData,LicensePlateNumberData.java,86,D7,,NO
D7-001,LOW,Deprecated API — Date used in LicensePlateNumberData,LicensePlateNumberData.java,95,D7,,NO
D7-001,LOW,Deprecated API — Date used in LicensePlateNumberData,LicensePlateNumberData.java,104,D7,,NO
D7-001,LOW,Deprecated API — Date used in LicensePlateNumberData,LicensePlateNumberData.java,113,D7,,NO
D1-004,LOW,Magic number 31 in hashCode(),LicensePlateNumberDataIdentifier.java,90,D1,,NO
D1-004,LOW,Magic number 31 in hashCode(),Message.java,117,D1,,NO
D7-001,LOW,Deprecated API — Date used in Message,Message.java,44,D7,,NO
D7-001,LOW,Deprecated API — Date used in Message,Message.java,99,D7,,NO
D7-001,LOW,Deprecated API — Date used in Message,Message.java,106,D7,,NO
D1-004,LOW,Magic number 31 in hashCode(),ServiceHealth.java,166,D1,,NO
D7-001,LOW,Deprecated API — Date used in ServiceHealth,ServiceHealth.java,45,D7,,NO
D7-001,LOW,Deprecated API — Date used in ServiceHealth,ServiceHealth.java,128,D7,,NO
D7-001,LOW,Deprecated API — Date used in ServiceHealth,ServiceHealth.java,137,D7,,NO
D1-004,LOW,Magic number 31 in hashCode(),StatusResponse.java,61,D1,,NO
D1-001,MEDIUM,God class — 35 methods in CarCommonResponse,CarCommonResponse.java,0,D1,,NO
D1-004,LOW,Magic number 31 in hashCode(),CarCommonResponse.java,370,D1,,NO
D7-001,LOW,Deprecated API — Date used in CarCommonResponse,CarCommonResponse.java,224,D7,,NO
D7-001,LOW,Deprecated API — Date used in CarCommonResponse,CarCommonResponse.java,242,D7,,NO
D7-001,LOW,Deprecated API — Date used in CarCommonResponse,CarCommonResponse.java,354,D7,,NO
D1-001,MEDIUM,God class — 36 methods in CarResponse,CarResponse.java,0,D1,,NO
D1-004,LOW,Magic number 31 in hashCode(),CarResponse.java,375,D1,,NO
D1-004,LOW,Magic number 31 in hashCode(),CountryConstRangeResponse.java,81,D1,,NO
D7-001,LOW,Deprecated API — Date used in CountryConstRangeResponse,CountryConstRangeResponse.java,37,D7,,NO
D7-001,LOW,Deprecated API — Date used in CountryConstRangeResponse,CountryConstRangeResponse.java,55,D7,,NO
D7-001,LOW,Deprecated API — Date used in CountryConstRangeResponse,CountryConstRangeResponse.java,65,D7,,NO
D7-001,LOW,Deprecated API — Date used in MessageServiceImpl,MessageServiceImpl.java,39,D7,,NO
D1-004,LOW,Magic number 31 in hashCode(),Family.java,136,D1,,NO
D7-001,LOW,Deprecated API — Date used in Family,Family.java,43,D7,,NO
D7-001,LOW,Deprecated API — Date used in Family,Family.java,89,D7,,NO
D7-001,LOW,Deprecated API — Date used in Family,Family.java,98,D7,,NO
D1-002,MEDIUM,Long method — byLcdvCodeAndFamilyCode() is 31 lines,LcdvJpaRepository.java,123,D1,,NO
D1-004,LOW,Magic number 31 in hashCode(),Lcdv.java,161,D1,,NO
D7-001,LOW,Deprecated API — Date used in Lcdv,Lcdv.java,50,D7,,NO
D7-001,LOW,Deprecated API — Date used in Lcdv,Lcdv.java,114,D7,,NO
D7-001,LOW,Deprecated API — Date used in Lcdv,Lcdv.java,123,D7,,NO
D1-004,LOW,Magic number 31 in hashCode(),LcdvVersion16.java,186,D1,,NO
D7-001,LOW,Deprecated API — Date used in LcdvVersion16,LcdvVersion16.java,41,D7,,NO
D7-001,LOW,Deprecated API — Date used in LcdvVersion16,LcdvVersion16.java,44,D7,,NO
D7-001,LOW,Deprecated API — Date used in LcdvVersion16,LcdvVersion16.java,112,D7,,NO
D7-001,LOW,Deprecated API — Date used in LcdvVersion16,LcdvVersion16.java,121,D7,,NO
D7-001,LOW,Deprecated API — Date used in LcdvVersion16,LcdvVersion16.java,130,D7,,NO
D7-001,LOW,Deprecated API — Date used in LcdvVersion16,LcdvVersion16.java,139,D7,,NO
D1-004,LOW,Magic number 31 in hashCode(),LcdvVersion16Lcdv.java,101,D1,,NO
D1-004,LOW,Magic number 31 in hashCode(),Nature.java,88,D1,,NO
D1-002,MEDIUM,Long method — byIsoCode() is 34 lines,LanguageJpaRepository.java,68,D1,,NO
D1-004,LOW,Magic number 31 in hashCode(),Language.java,141,D1,,NO
D1-004,LOW,Magic number 31 in hashCode(),Phrase.java,114,D1,,NO
D1-004,LOW,Magic number 31 in hashCode(),EsigiRequest.java,195,D1,,NO
D1-004,LOW,Magic number 31 in hashCode(),ChassisData.java,46,D1,,NO
D1-004,LOW,Magic number 31 in hashCode(),Coverage.java,73,D1,,NO
D1-001,MEDIUM,God class — 59 methods in EsigiVehicleDescription,EsigiVehicleDescription.java,0,D1,,NO
D1-002,MEDIUM,Long method — hashCode() is 33 lines,EsigiVehicleDescription.java,327,D1,,NO
D1-004,LOW,Magic number 31 in hashCode(),EsigiVehicleDescription.java,329,D1,,NO
D1-002,MEDIUM,Long method — equals() is 93 lines,EsigiVehicleDescription.java,373,D1,,NO
D1-004,LOW,Magic number 31 in hashCode(),OptionalModel.java,63,D1,,NO
D1-004,LOW,Magic number 31 in hashCode(),WarrantyClaim.java,206,D1,,NO
D1-002,MEDIUM,Long method — equals() is 34 lines,WarrantyClaim.java,235,D1,,NO
D1-001,MEDIUM,God class — 34 methods in ApplicationConfig,ApplicationConfig.java,0,D1,,NO
D1-002,MEDIUM,Long method — hashCode() is 52 lines,ChassisResult.java,276,D1,,NO
D1-002,MEDIUM,Long method — hashCode() is 32 lines,Claims.java,270,D1,,NO
D1-001,MEDIUM,God class — 28 methods in Contract,Contract.java,0,D1,,NO
D1-002,MEDIUM,Long method — equals() is 35 lines,Contract.java,362,D1,,NO
D1-002,MEDIUM,Long method — hashCode() is 49 lines,Contract.java,407,D1,,NO
D1-002,MEDIUM,Long method — hashCode() is 40 lines,OptionalList.java,165,D1,,NO
D1-001,MEDIUM,God class — 58 methods in VehicleDescription,VehicleDescription.java,0,D1,,NO
D1-002,MEDIUM,Long method — equals() is 62 lines,VehicleDescription.java,743,D1,,NO
D1-002,MEDIUM,Long method — hashCode() is 92 lines,VehicleDescription.java,815,D1,,NO
D1-004,LOW,Magic number 31 in hashCode(),ExfcaException.java,39,D1,,NO
D1-004,LOW,Magic number 31 in hashCode(),ExfcaBrand.java,121,D1,,NO
D1-002,MEDIUM,Long method — equals() is 34 lines,ExfcaBrand.java,149,D1,,NO
D1-002,MEDIUM,Long method — findByVinAndLanguageAndSource() is 37 lines,VinExfcaDataRepositoryJpaRepository.java,81,D1,,NO
D1-002,MEDIUM,Long method — findByVisAndLanguageAndSourceAndModel() is 37 lines,VisExfcaDataJpaRepository.java,68,D1,,NO
D1-004,LOW,Magic number 31 in hashCode(),VinExfcaData.java,74,D1,,NO
D7-001,LOW,Deprecated API — Date used in VinExfcaData,VinExfcaData.java,35,D7,,NO
D7-001,LOW,Deprecated API — Date used in VinExfcaData,VinExfcaData.java,64,D7,,NO
D7-001,LOW,Deprecated API — Date used in VinExfcaData,VinExfcaData.java,68,D7,,NO
D1-004,LOW,Magic number 31 in hashCode(),VinExfcaDataIdentifier.java,57,D1,,NO
D1-004,LOW,Magic number 31 in hashCode(),VisExfcaData.java,106,D1,,NO
D1-002,MEDIUM,Long method — equals() is 33 lines,VisExfcaData.java,133,D1,,NO
D7-001,LOW,Deprecated API — Date used in VisExfcaData,VisExfcaData.java,36,D7,,NO
D7-001,LOW,Deprecated API — Date used in VisExfcaData,VisExfcaData.java,78,D7,,NO
D7-001,LOW,Deprecated API — Date used in VisExfcaData,VisExfcaData.java,82,D7,,NO
D1-004,LOW,Magic number 31 in hashCode(),VisExfcaDataIdentifier.java,79,D1,,NO
D1-002,MEDIUM,Long method — equals() is 35 lines,VisExfcaDataIdentifier.java,99,D1,,NO
D1-002,MEDIUM,Long method — getEsigiData() is 43 lines,ExfcaResource.java,60,D1,,NO
D1-003,LOW,Too many params — getEsigiData() has 7 parameters,ExfcaResource.java,60,D1,,NO
D1-004,LOW,Magic number 400 in getEsigiData(),ExfcaResource.java,65,D1,,NO
D1-004,LOW,Magic number 401 in getEsigiData(),ExfcaResource.java,66,D1,,NO
D1-004,LOW,Magic number 503 in getEsigiData(),ExfcaResource.java,67,D1,,NO
D1-004,LOW,Magic number 504 in getEsigiData(),ExfcaResource.java,68,D1,,NO
D1-002,MEDIUM,Long method — getEsigiVin() is 54 lines,HealthResource.java,63,D1,,NO
D1-002,MEDIUM,Long method — getEsigiVis() is 55 lines,HealthResource.java,124,D1,,NO
D1-002,MEDIUM,Long method — fetchDataByVin() is 42 lines,EsigiServiceImpl.java,133,D1,,NO
D1-002,MEDIUM,Long method — fetchDataByVis() is 55 lines,EsigiServiceImpl.java,184,D1,,NO
D1-002,MEDIUM,Long method — fetchDataByVisAndModel() is 43 lines,EsigiServiceImpl.java,247,D1,,NO
D1-002,MEDIUM,Long method — processVisAPIResponse() is 67 lines,EsigiServiceImpl.java,461,D1,,NO
D1-002,MEDIUM,Long method — isVinResultEmpty() is 31 lines,EsigiServiceImpl.java,609,D1,,NO
D1-002,MEDIUM,Long method — valiDateVinAPIResponse() is 39 lines,EsigiServiceImpl.java,649,D1,,NO
D1-002,MEDIUM,Long method — valiDateVisAPIResponse() is 31 lines,EsigiServiceImpl.java,697,D1,,NO
D1-002,MEDIUM,Long method — callEsigiWithVin() is 36 lines,EsigiServiceImpl.java,738,D1,,NO
D1-004,LOW,Magic number 9 in callEsigiWithVin(),EsigiServiceImpl.java,750,D1,,NO
D1-004,LOW,Magic number 17 in callEsigiWithVin(),EsigiServiceImpl.java,750,D1,,NO
D1-002,MEDIUM,Long method — callEsigiWithVis() is 40 lines,EsigiServiceImpl.java,784,D1,,NO
D7-001,LOW,Deprecated API — Date used in EsigiServiceImpl,EsigiServiceImpl.java,298,D7,,NO
D7-001,LOW,Deprecated API — Date used in EsigiServiceImpl,EsigiServiceImpl.java,300,D7,,NO
D7-001,LOW,Deprecated API — Date used in EsigiServiceImpl,EsigiServiceImpl.java,429,D7,,NO
D7-001,LOW,Deprecated API — Date used in EsigiServiceImpl,EsigiServiceImpl.java,433,D7,,NO
D7-001,LOW,Deprecated API — Date used in EsigiServiceImpl,EsigiServiceImpl.java,496,D7,,NO
D7-001,LOW,Deprecated API — Date used in EsigiServiceImpl,EsigiServiceImpl.java,502,D7,,NO
D7-001,LOW,Deprecated API — Date used in EsigiServiceImpl,EsigiServiceImpl.java,515,D7,,NO
D7-001,LOW,Deprecated API — Date used in EsigiServiceImpl,EsigiServiceImpl.java,517,D7,,NO
D1-002,MEDIUM,Long method — executeVinEsigiCall() is 35 lines,HttpUtilityImpl.java,107,D1,,NO
D1-002,MEDIUM,Long method — executeVisEsigiCall() is 35 lines,HttpUtilityImpl.java,154,D1,,NO
D1-002,MEDIUM,Long method — executeVisAndModelEsigiCall() is 34 lines,HttpUtilityImpl.java,202,D1,,NO
D7-001,LOW,Deprecated API — Date used in HttpUtilityImpl,HttpUtilityImpl.java,111,D7,,NO
D7-001,LOW,Deprecated API — Date used in HttpUtilityImpl,HttpUtilityImpl.java,121,D7,,NO
D7-001,LOW,Deprecated API — Date used in HttpUtilityImpl,HttpUtilityImpl.java,128,D7,,NO
D7-001,LOW,Deprecated API — Date used in HttpUtilityImpl,HttpUtilityImpl.java,158,D7,,NO
D7-001,LOW,Deprecated API — Date used in HttpUtilityImpl,HttpUtilityImpl.java,207,D7,,NO
D7-001,LOW,Deprecated API — Date used in VinExfcaDataServiceImpl,VinExfcaDataServiceImpl.java,53,D7,,NO
D1-003,LOW,Too many params — insertVisEsigiData() has 7 parameters,VisExfcaDataServiceImpl.java,53,D1,,NO
D7-001,LOW,Deprecated API — Date used in VisExfcaDataServiceImpl,VisExfcaDataServiceImpl.java,54,D7,,NO
D7-001,LOW,Deprecated API — Date used in VinExfcaDataService,VinExfcaDataService.java,34,D7,,NO
D1-003,LOW,Too many params — insertVisEsigiData() has 7 parameters,VisExfcaDataService.java,36,D1,,NO
D7-001,LOW,Deprecated API — Date used in VisExfcaDataService,VisExfcaDataService.java,36,D7,,NO
D11-001,CRITICAL,Hardcoded credential — API_KEY in Constants,Constants.java,207,D11,,YES
D11-001,CRITICAL,Hardcoded credential — API_KEY_SPLIT in Constants,Constants.java,228,D11,,YES
D1-002,MEDIUM,Long method — getVinsResult() is 31 lines,EsigiVinResponseUtility.java,71,D1,,NO
D1-002,MEDIUM,Long method — setVehicleDescription() is 33 lines,EsigiVinResponseUtility.java,147,D1,,NO
D1-002,MEDIUM,Long method — setOptionalList() is 47 lines,EsigiVinResponseUtility.java,235,D1,,NO
D1-002,MEDIUM,Long method — isValidRequest() is 76 lines,ExfcaValidationUtils.java,47,D1,,NO
D1-001,MEDIUM,God class — 50 methods in ApplicationConfig,ApplicationConfig.java,0,D1,,NO
D1-002,MEDIUM,Long method — getCarIdentifierCount() is 31 lines,CountWebServiceJpaRepository.java,40,D1,,NO
D1-002,MEDIUM,Long method — byLicensePlateNumberAndCountry() is 35 lines,LicensePlateNumberJpaRepository.java,57,D1,,NO
D1-002,MEDIUM,Long method — byVehicleIdentificationNumber() is 35 lines,LicensePlateNumberJpaRepository.java,120,D1,,NO
D6-001,CRITICAL,SQL INJECTION — string concatenation in byVehicleIdentificationNumber(),LicensePlateNumberJpaRepository.java,120,D6,,YES
D1-004,LOW,Magic number 31 in hashCode(),ClutchType.java,141,D1,,NO
D1-004,LOW,Magic number 31 in hashCode(),DriverSide.java,141,D1,,NO
D1-004,LOW,Magic number 31 in hashCode(),ExternalService.java,163,D1,,NO
D7-001,LOW,Deprecated API — Date used in ExternalService,ExternalService.java,38,D7,,NO
D7-001,LOW,Deprecated API — Date used in ExternalService,ExternalService.java,42,D7,,NO
D7-001,LOW,Deprecated API — Date used in ExternalService,ExternalService.java,107,D7,,NO
D7-001,LOW,Deprecated API — Date used in ExternalService,ExternalService.java,116,D7,,NO
D7-001,LOW,Deprecated API — Date used in ExternalService,ExternalService.java,125,D7,,NO
D7-001,LOW,Deprecated API — Date used in ExternalService,ExternalService.java,134,D7,,NO
D1-004,LOW,Magic number 31 in hashCode(),LicensePlateCountry.java,97,D1,,NO
D1-004,LOW,Magic number 31 in hashCode(),LicensePlateNumber.java,100,D1,,NO
D7-001,LOW,Deprecated API — Date used in LicensePlateNumber,LicensePlateNumber.java,37,D7,,NO
D7-001,LOW,Deprecated API — Date used in LicensePlateNumber,LicensePlateNumber.java,62,D7,,NO
D7-001,LOW,Deprecated API — Date used in LicensePlateNumber,LicensePlateNumber.java,71,D7,,NO
D1-004,LOW,Magic number 31 in hashCode(),Webservice.java,141,D1,,NO
D7-001,LOW,Deprecated API — Date used in Webservice,Webservice.java,34,D7,,NO
D7-001,LOW,Deprecated API — Date used in Webservice,Webservice.java,38,D7,,NO
D7-001,LOW,Deprecated API — Date used in Webservice,Webservice.java,85,D7,,NO
D7-001,LOW,Deprecated API — Date used in Webservice,Webservice.java,94,D7,,NO
D7-001,LOW,Deprecated API — Date used in Webservice,Webservice.java,103,D7,,NO
D7-001,LOW,Deprecated API — Date used in Webservice,Webservice.java,112,D7,,NO
D1-001,MEDIUM,God class — 23 methods in WebserviceLog,WebserviceLog.java,0,D1,,NO
D1-004,LOW,Magic number 31 in hashCode(),WebserviceLog.java,254,D1,,NO
D1-004,LOW,Magic number 31 in hashCode(),BrandMappedResponse.java,83,D1,,NO
D1-004,LOW,Magic number 31 in hashCode(),BrandReftechResponse.java,83,D1,,NO
D1-004,LOW,Magic number 31 in hashCode(),BrandResponse.java,127,D1,,NO
D1-001,MEDIUM,God class — 45 methods in CarMappedResponse,CarMappedResponse.java,0,D1,,NO
D1-004,LOW,Magic number 31 in hashCode(),CarMappedResponse.java,477,D1,,NO
D1-001,MEDIUM,God class — 27 methods in CarReftechResponse,CarReftechResponse.java,0,D1,,NO
D1-004,LOW,Magic number 31 in hashCode(),CarReftechResponse.java,279,D1,,NO
D1-004,LOW,Magic number 31 in hashCode(),ClutchTypeResponse.java,107,D1,,NO
D1-004,LOW,Magic number 31 in hashCode(),DriverSideResponse.java,85,D1,,NO
D1-001,MEDIUM,God class — 114 methods in LicensePlateJsonResponse,LicensePlateJsonResponse.java,0,D1,,NO
D1-001,MEDIUM,God class — 34 methods in ModelMappedResponse,ModelMappedResponse.java,0,D1,,NO
D1-004,LOW,Magic number 31 in hashCode(),ModelMappedResponse.java,361,D1,,NO
D7-001,LOW,Deprecated API — Date used in ModelMappedResponse,ModelMappedResponse.java,218,D7,,NO
D7-001,LOW,Deprecated API — Date used in ModelMappedResponse,ModelMappedResponse.java,236,D7,,NO
D7-001,LOW,Deprecated API — Date used in ModelMappedResponse,ModelMappedResponse.java,345,D7,,NO
D1-001,MEDIUM,God class — 21 methods in ModelReftechResponse,ModelReftechResponse.java,0,D1,,NO
D1-004,LOW,Magic number 31 in hashCode(),ModelReftechResponse.java,219,D1,,NO
D1-001,MEDIUM,God class — 31 methods in ModelResponse,ModelResponse.java,0,D1,,NO
D1-004,LOW,Magic number 31 in hashCode(),ModelResponse.java,321,D1,,NO
D7-001,LOW,Deprecated API — Date used in ModelResponse,ModelResponse.java,103,D7,,NO
D7-001,LOW,Deprecated API — Date used in ModelResponse,ModelResponse.java,121,D7,,NO
D7-001,LOW,Deprecated API — Date used in ModelResponse,ModelResponse.java,305,D7,,NO
D11-001,CRITICAL,Hardcoded credential — NULL_API_KEY in ResponseMessages,ResponseMessages.java,15,D11,,YES
D11-001,CRITICAL,Hardcoded credential — EMPTY_API_KEY in ResponseMessages,ResponseMessages.java,16,D11,,YES
D11-001,CRITICAL,Hardcoded credential — INVALID_API_KEY in ResponseMessages,ResponseMessages.java,17,D11,,YES
D1-001,MEDIUM,God class — 27 methods in AbstractResource,AbstractResource.java,0,D1,,NO
D1-002,MEDIUM,Long method — callCinApiWebService() is 38 lines,AbstractResource.java,481,D1,,NO
D1-002,MEDIUM,Long method — get() is 35 lines,BrandResource.java,60,D1,,NO
D1-002,MEDIUM,Long method — get() is 56 lines,CarResource.java,103,D1,,NO
D1-003,LOW,Too many params — get() has 10 parameters,CarResource.java,103,D1,,NO
D1-002,MEDIUM,Long method — getMappedResponse() is 36 lines,CarResource.java,249,D1,,NO
D1-003,LOW,Too many params — setRequestType() has 6 parameters,CarResource.java,297,D1,,NO
D1-002,MEDIUM,Long method — processKbaWebService() is 44 lines,CarResource.java,374,D1,,NO
D1-003,LOW,Too many params — getLicencePlates() has 7 parameters,LicensePlateResource.java,100,D1,,NO
D1-002,MEDIUM,Long method — getHealth() is 75 lines,LicensePlateResource.java,133,D1,,NO
D1-002,MEDIUM,Long method — validateFName() is 38 lines,LicensePlateResource.java,258,D1,,NO
D8-001,HIGH,Potential resource leak — FileInputStream in getHealth(),LicensePlateResource.java,133,D8,,YES
D8-001,HIGH,Potential resource leak — InputStream in getHealth(),LicensePlateResource.java,133,D8,,YES
D1-002,MEDIUM,Long method — get() is 48 lines,ModelResource.java,76,D1,,NO
D1-002,MEDIUM,Long method — getBrandMapResponse() is 42 lines,BrandWebServiceImpl.java,201,D1,,NO
D1-003,LOW,Too many params — filterCarsforvehicleType() has 6 parameters,CarWebServiceImpl.java,226,D1,,NO
D1-002,MEDIUM,Long method — setResponseData() is 78 lines,CarWebServiceImpl.java,281,D1,,NO
D1-002,MEDIUM,Long method — getMappedCars() is 59 lines,CarWebServiceImpl.java,435,D1,,NO
D1-002,MEDIUM,Long method — setMappedResponseData() is 83 lines,CarWebServiceImpl.java,534,D1,,NO
D1-002,MEDIUM,Long method — setReftechCarMappedResponse() is 39 lines,CarWebServiceImpl.java,627,D1,,NO
D1-003,LOW,Too many params — setReftechCarResponse() has 7 parameters,CarWebServiceImpl.java,722,D1,,NO
D11-001,CRITICAL,Hardcoded credential — REQUEST_HEADER_API_KEY in Constants,Constants.java,81,D11,,YES
D11-001,CRITICAL,Hardcoded credential — CIN_API_KEY in Constants,Constants.java,166,D11,,YES
D1-001,MEDIUM,God class — 40 methods in LicencePlateServiceImpl,LicencePlateServiceImpl.java,0,D1,,NO
D1-003,LOW,Too many params — processValidLpnRequest() has 7 parameters,LicencePlateServiceImpl.java,370,D1,,NO
D1-003,LOW,Too many params — processIfLpnDataFoundInDatabase() has 9 parameters,LicencePlateServiceImpl.java,439,D1,,NO
D1-003,LOW,Too many params — processMisterAutoRequest() has 8 parameters,LicencePlateServiceImpl.java,474,D1,,NO
D1-002,MEDIUM,Long method — handleMisterAutoWebServiceResponse() is 35 lines,LicencePlateServiceImpl.java,512,D1,,NO
D1-003,LOW,Too many params — handleMisterAutoWebServiceResponse() has 7 parameters,LicencePlateServiceImpl.java,512,D1,,NO
D1-002,MEDIUM,Long method — processLicensePlateNumberDataIfNotStorable() is 37 lines,LicencePlateServiceImpl.java,680,D1,,NO
D1-003,LOW,Too many params — processLicensePlateNumberDataIfNotStorable() has 6 parameters,LicencePlateServiceImpl.java,680,D1,,NO
D1-002,MEDIUM,Long method — processLicensePlateNumberData() is 33 lines,LicencePlateServiceImpl.java,774,D1,,NO
D1-002,MEDIUM,Long method — removeRedundancy() is 114 lines,LicencePlateServiceImpl.java,938,D1,,NO
D7-001,LOW,Deprecated API — Date used in LicencePlateServiceImpl,LicencePlateServiceImpl.java,633,D7,,NO
D7-001,LOW,Deprecated API — Date used in LicencePlateServiceImpl,LicencePlateServiceImpl.java,634,D7,,NO
D7-001,LOW,Deprecated API — Date used in LicencePlateServiceImpl,LicencePlateServiceImpl.java,655,D7,,NO
D7-001,LOW,Deprecated API — Date used in LicencePlateServiceImpl,LicencePlateServiceImpl.java,656,D7,,NO
D8-001,HIGH,Potential resource leak — FileInputStream in getCertificate(),LicencePlateServiceImpl.java,1215,D8,,YES
D8-001,HIGH,Potential resource leak — InputStream in getCertificate(),LicencePlateServiceImpl.java,1215,D8,,YES
D1-002,MEDIUM,Long method — getReftechModel() is 31 lines,ModelWebServiceImpl.java,247,D1,,NO
D1-002,MEDIUM,Long method — getMappedModels() is 57 lines,ModelWebServiceImpl.java,393,D1,,NO
D1-002,MEDIUM,Long method — callVinDecoder() is 43 lines,VinServiceImpl.java,55,D1,,NO
D1-002,MEDIUM,Long method — logRequest() is 34 lines,WebserviceLogServiceImpl.java,51,D1,,NO
D1-003,LOW,Too many params — logRequest() has 7 parameters,WebserviceLogServiceImpl.java,51,D1,,NO
D7-001,LOW,Deprecated API — Date used in WebserviceLogServiceImpl,WebserviceLogServiceImpl.java,67,D7,,NO
D7-001,LOW,Deprecated API — Date used in WebserviceLogServiceImpl,WebserviceLogServiceImpl.java,67,D7,,NO
D1-003,LOW,Too many params — processValidLpnRequest() has 7 parameters,LicencePlateService.java,31,D1,,NO
D1-003,LOW,Too many params — logRequest() has 7 parameters,WebserviceLogService.java,26,D1,,NO
D1-001,MEDIUM,God class — 26 methods in MisterAutoUtil,MisterAutoUtil.java,0,D1,,NO
D1-001,MEDIUM,God class — 38 methods in ApplicationConfig,ApplicationConfig.java,0,D1,,NO
D1-004,LOW,Magic number 31 in hashCode(),ErrorBean.java,64,D1,,NO
D1-004,LOW,Magic number 31 in hashCode(),GenartOrganMapping.java,42,D1,,NO
D1-004,LOW,Magic number 31 in hashCode(),StatusResponse.java,60,D1,,NO
