Rule,File,Line,Before,After,Severity
D7-001,Consumer.java,150,Date,LocalDate / LocalDateTime,LOW
D7-001,Consumer.java,159,Date,LocalDate / LocalDateTime,LOW
D7-001,Consumer.java,168,Date,LocalDate / LocalDateTime,LOW
D7-001,Consumer.java,177,Date,LocalDate / LocalDateTime,LOW
D1-004,ConsumerFlowConfiguration.java,187,,private static final int CONSTANT_NAME = 31;,LOW
D7-001,ConsumerFlowConfiguration.java,44,Date,LocalDate / LocalDateTime,LOW
D7-001,ConsumerFlowConfiguration.java,48,Date,LocalDate / LocalDateTime,LOW
D7-001,ConsumerFlowConfiguration.java,131,Date,LocalDate / LocalDateTime,LOW
D7-001,ConsumerFlowConfiguration.java,140,Date,LocalDate / LocalDateTime,LOW
D7-001,ConsumerFlowConfiguration.java,149,Date,LocalDate / LocalDateTime,LOW
D7-001,ConsumerFlowConfiguration.java,158,Date,LocalDate / LocalDateTime,LOW
D8-001,JsonDataUserType.java,87,ResultSet resource = new ResultSet(...);,try (ResultSet resource = new ResultSet(...)) { ... },HIGH
D8-001,JsonDataUserType.java,111,PreparedStatement resource = new PreparedStatement(...);,try (PreparedStatement resource = new PreparedStatement(...)) { ... },HIGH
D1-004,LicensePlateNumberData.java,160,,private static final int CONSTANT_NAME = 31;,LOW
D1-002,LicensePlateNumberData.java,175,,Extract private helper methods for logical blocks,MEDIUM
D7-001,LicensePlateNumberData.java,31,Date,LocalDate / LocalDateTime,LOW
D7-001,LicensePlateNumberData.java,35,Date,LocalDate / LocalDateTime,LOW
D7-001,LicensePlateNumberData.java,86,Date,LocalDate / LocalDateTime,LOW
D7-001,LicensePlateNumberData.java,95,Date,LocalDate / LocalDateTime,LOW
D7-001,LicensePlateNumberData.java,104,Date,LocalDate / LocalDateTime,LOW
D7-001,LicensePlateNumberData.java,113,Date,LocalDate / LocalDateTime,LOW
D1-004,LicensePlateNumberDataIdentifier.java,90,,private static final int CONSTANT_NAME = 31;,LOW
D1-004,Message.java,117,,private static final int CONSTANT_NAME = 31;,LOW
D7-001,Message.java,44,Date,LocalDate / LocalDateTime,LOW
D7-001,Message.java,99,Date,LocalDate / LocalDateTime,LOW
D7-001,Message.java,106,Date,LocalDate / LocalDateTime,LOW
D1-004,ServiceHealth.java,166,,private static final int CONSTANT_NAME = 31;,LOW
D7-001,ServiceHealth.java,45,Date,LocalDate / LocalDateTime,LOW
D7-001,ServiceHealth.java,128,Date,LocalDate / LocalDateTime,LOW
D7-001,ServiceHealth.java,137,Date,LocalDate / LocalDateTime,LOW
D1-004,StatusResponse.java,61,,private static final int CONSTANT_NAME = 31;,LOW
D1-001,CarCommonResponse.java,0,,"Split into CarCommonResponseCrudService, CarCommonResponseQueryService, etc.",MEDIUM
D1-004,CarCommonResponse.java,370,,private static final int CONSTANT_NAME = 31;,LOW
D7-001,CarCommonResponse.java,224,Date,LocalDate / LocalDateTime,LOW
D7-001,CarCommonResponse.java,242,Date,LocalDate / LocalDateTime,LOW
D7-001,CarCommonResponse.java,354,Date,LocalDate / LocalDateTime,LOW
D1-001,CarResponse.java,0,,"Split into CarResponseCrudService, CarResponseQueryService, etc.",MEDIUM
D1-004,CarResponse.java,375,,private static final int CONSTANT_NAME = 31;,LOW
D1-004,CountryConstRangeResponse.java,81,,private static final int CONSTANT_NAME = 31;,LOW
D7-001,CountryConstRangeResponse.java,37,Date,LocalDate / LocalDateTime,LOW
D7-001,CountryConstRangeResponse.java,55,Date,LocalDate / LocalDateTime,LOW
D7-001,CountryConstRangeResponse.java,65,Date,LocalDate / LocalDateTime,LOW
D7-001,MessageServiceImpl.java,39,Date,LocalDate / LocalDateTime,LOW
D1-004,Family.java,136,,private static final int CONSTANT_NAME = 31;,LOW
D7-001,Family.java,43,Date,LocalDate / LocalDateTime,LOW
D7-001,Family.java,89,Date,LocalDate / LocalDateTime,LOW
D7-001,Family.java,98,Date,LocalDate / LocalDateTime,LOW
D1-002,LcdvJpaRepository.java,123,,Extract private helper methods for logical blocks,MEDIUM
D1-004,Lcdv.java,161,,private static final int CONSTANT_NAME = 31;,LOW
D7-001,Lcdv.java,50,Date,LocalDate / LocalDateTime,LOW
D7-001,Lcdv.java,114,Date,LocalDate / LocalDateTime,LOW
D7-001,Lcdv.java,123,Date,LocalDate / LocalDateTime,LOW
D1-004,LcdvVersion16.java,186,,private static final int CONSTANT_NAME = 31;,LOW
D7-001,LcdvVersion16.java,41,Date,LocalDate / LocalDateTime,LOW
D7-001,LcdvVersion16.java,44,Date,LocalDate / LocalDateTime,LOW
D7-001,LcdvVersion16.java,112,Date,LocalDate / LocalDateTime,LOW
D7-001,LcdvVersion16.java,121,Date,LocalDate / LocalDateTime,LOW
D7-001,LcdvVersion16.java,130,Date,LocalDate / LocalDateTime,LOW
D7-001,LcdvVersion16.java,139,Date,LocalDate / LocalDateTime,LOW
D1-004,LcdvVersion16Lcdv.java,101,,private static final int CONSTANT_NAME = 31;,LOW
D1-004,Nature.java,88,,private static final int CONSTANT_NAME = 31;,LOW
D1-002,LanguageJpaRepository.java,68,,Extract private helper methods for logical blocks,MEDIUM
D1-004,Language.java,141,,private static final int CONSTANT_NAME = 31;,LOW
D1-004,Phrase.java,114,,private static final int CONSTANT_NAME = 31;,LOW
D1-004,EsigiRequest.java,195,,private static final int CONSTANT_NAME = 31;,LOW
D1-004,ChassisData.java,46,,private static final int CONSTANT_NAME = 31;,LOW
D1-004,Coverage.java,73,,private static final int CONSTANT_NAME = 31;,LOW
D1-001,EsigiVehicleDescription.java,0,,"Split into EsigiVehicleDescriptionCrudService, EsigiVehicleDescriptionQueryService, etc.",MEDIUM
D1-002,EsigiVehicleDescription.java,327,,Extract private helper methods for logical blocks,MEDIUM
D1-004,EsigiVehicleDescription.java,329,,private static final int CONSTANT_NAME = 31;,LOW
D1-002,EsigiVehicleDescription.java,373,,Extract private helper methods for logical blocks,MEDIUM
D1-004,OptionalModel.java,63,,private static final int CONSTANT_NAME = 31;,LOW
D1-004,WarrantyClaim.java,206,,private static final int CONSTANT_NAME = 31;,LOW
D1-002,WarrantyClaim.java,235,,Extract private helper methods for logical blocks,MEDIUM
D1-001,ApplicationConfig.java,0,,"Split into ApplicationConfigCrudService, ApplicationConfigQueryService, etc.",MEDIUM
D1-002,ChassisResult.java,276,,Extract private helper methods for logical blocks,MEDIUM
D1-002,Claims.java,270,,Extract private helper methods for logical blocks,MEDIUM
D1-001,Contract.java,0,,"Split into ContractCrudService, ContractQueryService, etc.",MEDIUM
D1-002,Contract.java,362,,Extract private helper methods for logical blocks,MEDIUM
D1-002,Contract.java,407,,Extract private helper methods for logical blocks,MEDIUM
D1-002,OptionalList.java,165,,Extract private helper methods for logical blocks,MEDIUM
D1-001,VehicleDescription.java,0,,"Split into VehicleDescriptionCrudService, VehicleDescriptionQueryService, etc.",MEDIUM
D1-002,VehicleDescription.java,743,,Extract private helper methods for logical blocks,MEDIUM
D1-002,VehicleDescription.java,815,,Extract private helper methods for logical blocks,MEDIUM
D1-004,ExfcaException.java,39,,private static final int CONSTANT_NAME = 31;,LOW
D1-004,ExfcaBrand.java,121,,private static final int CONSTANT_NAME = 31;,LOW
D1-002,ExfcaBrand.java,149,,Extract private helper methods for logical blocks,MEDIUM
D1-002,VinExfcaDataRepositoryJpaRepository.java,81,,Extract private helper methods for logical blocks,MEDIUM
D1-002,VisExfcaDataJpaRepository.java,68,,Extract private helper methods for logical blocks,MEDIUM
D1-004,VinExfcaData.java,74,,private static final int CONSTANT_NAME = 31;,LOW
D7-001,VinExfcaData.java,35,Date,LocalDate / LocalDateTime,LOW
D7-001,VinExfcaData.java,64,Date,LocalDate / LocalDateTime,LOW
D7-001,VinExfcaData.java,68,Date,LocalDate / LocalDateTime,LOW
D1-004,VinExfcaDataIdentifier.java,57,,private static final int CONSTANT_NAME = 31;,LOW
D1-004,VisExfcaData.java,106,,private static final int CONSTANT_NAME = 31;,LOW
D1-002,VisExfcaData.java,133,,Extract private helper methods for logical blocks,MEDIUM
D7-001,VisExfcaData.java,36,Date,LocalDate / LocalDateTime,LOW
D7-001,VisExfcaData.java,78,Date,LocalDate / LocalDateTime,LOW
D7-001,VisExfcaData.java,82,Date,LocalDate / LocalDateTime,LOW
D1-004,VisExfcaDataIdentifier.java,79,,private static final int CONSTANT_NAME = 31;,LOW
D1-002,VisExfcaDataIdentifier.java,99,,Extract private helper methods for logical blocks,MEDIUM
D1-002,ExfcaResource.java,60,,Extract private helper methods for logical blocks,MEDIUM
D1-003,ExfcaResource.java,60,,Group parameters into a Request DTO,LOW
D1-004,ExfcaResource.java,65,,private static final int CONSTANT_NAME = 400;,LOW
D1-004,ExfcaResource.java,66,,private static final int CONSTANT_NAME = 401;,LOW
D1-004,ExfcaResource.java,67,,private static final int CONSTANT_NAME = 503;,LOW
D1-004,ExfcaResource.java,68,,private static final int CONSTANT_NAME = 504;,LOW
D1-002,HealthResource.java,63,,Extract private helper methods for logical blocks,MEDIUM
D1-002,HealthResource.java,124,,Extract private helper methods for logical blocks,MEDIUM
D1-002,EsigiServiceImpl.java,133,,Extract private helper methods for logical blocks,MEDIUM
D1-002,EsigiServiceImpl.java,184,,Extract private helper methods for logical blocks,MEDIUM
D1-002,EsigiServiceImpl.java,247,,Extract private helper methods for logical blocks,MEDIUM
D1-002,EsigiServiceImpl.java,461,,Extract private helper methods for logical blocks,MEDIUM
D1-002,EsigiServiceImpl.java,609,,Extract private helper methods for logical blocks,MEDIUM
D1-002,EsigiServiceImpl.java,649,,Extract private helper methods for logical blocks,MEDIUM
D1-002,EsigiServiceImpl.java,697,,Extract private helper methods for logical blocks,MEDIUM
D1-002,EsigiServiceImpl.java,738,,Extract private helper methods for logical blocks,MEDIUM
D1-004,EsigiServiceImpl.java,750,,private static final int CONSTANT_NAME = 9;,LOW
D1-004,EsigiServiceImpl.java,750,,private static final int CONSTANT_NAME = 17;,LOW
D1-002,EsigiServiceImpl.java,784,,Extract private helper methods for logical blocks,MEDIUM
D7-001,EsigiServiceImpl.java,298,Date,LocalDate / LocalDateTime,LOW
D7-001,EsigiServiceImpl.java,300,Date,LocalDate / LocalDateTime,LOW
D7-001,EsigiServiceImpl.java,429,Date,LocalDate / LocalDateTime,LOW
D7-001,EsigiServiceImpl.java,433,Date,LocalDate / LocalDateTime,LOW
D7-001,EsigiServiceImpl.java,496,Date,LocalDate / LocalDateTime,LOW
D7-001,EsigiServiceImpl.java,502,Date,LocalDate / LocalDateTime,LOW
D7-001,EsigiServiceImpl.java,515,Date,LocalDate / LocalDateTime,LOW
D7-001,EsigiServiceImpl.java,517,Date,LocalDate / LocalDateTime,LOW
D1-002,HttpUtilityImpl.java,107,,Extract private helper methods for logical blocks,MEDIUM
D1-002,HttpUtilityImpl.java,154,,Extract private helper methods for logical blocks,MEDIUM
D1-002,HttpUtilityImpl.java,202,,Extract private helper methods for logical blocks,MEDIUM
D7-001,HttpUtilityImpl.java,111,Date,LocalDate / LocalDateTime,LOW
D7-001,HttpUtilityImpl.java,121,Date,LocalDate / LocalDateTime,LOW
D7-001,HttpUtilityImpl.java,128,Date,LocalDate / LocalDateTime,LOW
D7-001,HttpUtilityImpl.java,158,Date,LocalDate / LocalDateTime,LOW
D7-001,HttpUtilityImpl.java,207,Date,LocalDate / LocalDateTime,LOW
D7-001,VinExfcaDataServiceImpl.java,53,Date,LocalDate / LocalDateTime,LOW
D1-003,VisExfcaDataServiceImpl.java,53,,Group parameters into a Request DTO,LOW
D7-001,VisExfcaDataServiceImpl.java,54,Date,LocalDate / LocalDateTime,LOW
D7-001,VinExfcaDataService.java,34,Date,LocalDate / LocalDateTime,LOW
D1-003,VisExfcaDataService.java,36,,Group parameters into a Request DTO,LOW
D7-001,VisExfcaDataService.java,36,Date,LocalDate / LocalDateTime,LOW
D11-001,Constants.java,207,"private String API_KEY = ""API-Key"";","@Value(""${api_key}"") private String API_KEY;",CRITICAL
D11-001,Constants.java,228,"private String API_KEY_SPLIT = ""\\s*,\\s*"";","@Value(""${api_key_split}"") private String API_KEY_SPLIT;",CRITICAL
D1-002,EsigiVinResponseUtility.java,71,,Extract private helper methods for logical blocks,MEDIUM
D1-002,EsigiVinResponseUtility.java,147,,Extract private helper methods for logical blocks,MEDIUM
D1-002,EsigiVinResponseUtility.java,235,,Extract private helper methods for logical blocks,MEDIUM
D1-002,ExfcaValidationUtils.java,47,,Extract private helper methods for logical blocks,MEDIUM
D1-001,ApplicationConfig.java,0,,"Split into ApplicationConfigCrudService, ApplicationConfigQueryService, etc.",MEDIUM
D1-002,CountWebServiceJpaRepository.java,40,,Extract private helper methods for logical blocks,MEDIUM
D1-002,LicensePlateNumberJpaRepository.java,57,,Extract private helper methods for logical blocks,MEDIUM
D1-002,LicensePlateNumberJpaRepository.java,120,,Extract private helper methods for logical blocks,MEDIUM
D6-001,LicensePlateNumberJpaRepository.java,120,"""SELECT * FROM x WHERE name = '"" + userInput + ""'""","""SELECT * FROM x WHERE name = ?"" with PreparedStatement / @Query :param",CRITICAL
D1-004,ClutchType.java,141,,private static final int CONSTANT_NAME = 31;,LOW
D1-004,DriverSide.java,141,,private static final int CONSTANT_NAME = 31;,LOW
D1-004,ExternalService.java,163,,private static final int CONSTANT_NAME = 31;,LOW
D7-001,ExternalService.java,38,Date,LocalDate / LocalDateTime,LOW
D7-001,ExternalService.java,42,Date,LocalDate / LocalDateTime,LOW
D7-001,ExternalService.java,107,Date,LocalDate / LocalDateTime,LOW
D7-001,ExternalService.java,116,Date,LocalDate / LocalDateTime,LOW
D7-001,ExternalService.java,125,Date,LocalDate / LocalDateTime,LOW
D7-001,ExternalService.java,134,Date,LocalDate / LocalDateTime,LOW
D1-004,LicensePlateCountry.java,97,,private static final int CONSTANT_NAME = 31;,LOW
D1-004,LicensePlateNumber.java,100,,private static final int CONSTANT_NAME = 31;,LOW
D7-001,LicensePlateNumber.java,37,Date,LocalDate / LocalDateTime,LOW
D7-001,LicensePlateNumber.java,62,Date,LocalDate / LocalDateTime,LOW
D7-001,LicensePlateNumber.java,71,Date,LocalDate / LocalDateTime,LOW
D1-004,Webservice.java,141,,private static final int CONSTANT_NAME = 31;,LOW
D7-001,Webservice.java,34,Date,LocalDate / LocalDateTime,LOW
D7-001,Webservice.java,38,Date,LocalDate / LocalDateTime,LOW
D7-001,Webservice.java,85,Date,LocalDate / LocalDateTime,LOW
D7-001,Webservice.java,94,Date,LocalDate / LocalDateTime,LOW
D7-001,Webservice.java,103,Date,LocalDate / LocalDateTime,LOW
D7-001,Webservice.java,112,Date,LocalDate / LocalDateTime,LOW
D1-001,WebserviceLog.java,0,,"Split into WebserviceLogCrudService, WebserviceLogQueryService, etc.",MEDIUM
D1-004,WebserviceLog.java,254,,private static final int CONSTANT_NAME = 31;,LOW
D1-004,BrandMappedResponse.java,83,,private static final int CONSTANT_NAME = 31;,LOW
D1-004,BrandReftechResponse.java,83,,private static final int CONSTANT_NAME = 31;,LOW
D1-004,BrandResponse.java,127,,private static final int CONSTANT_NAME = 31;,LOW
D1-001,CarMappedResponse.java,0,,"Split into CarMappedResponseCrudService, CarMappedResponseQueryService, etc.",MEDIUM
D1-004,CarMappedResponse.java,477,,private static final int CONSTANT_NAME = 31;,LOW
D1-001,CarReftechResponse.java,0,,"Split into CarReftechResponseCrudService, CarReftechResponseQueryService, etc.",MEDIUM
D1-004,CarReftechResponse.java,279,,private static final int CONSTANT_NAME = 31;,LOW
D1-004,ClutchTypeResponse.java,107,,private static final int CONSTANT_NAME = 31;,LOW
D1-004,DriverSideResponse.java,85,,private static final int CONSTANT_NAME = 31;,LOW
D1-001,LicensePlateJsonResponse.java,0,,"Split into LicensePlateJsonResponseCrudService, LicensePlateJsonResponseQueryService, etc.",MEDIUM
D1-001,ModelMappedResponse.java,0,,"Split into ModelMappedResponseCrudService, ModelMappedResponseQueryService, etc.",MEDIUM
D1-004,ModelMappedResponse.java,361,,private static final int CONSTANT_NAME = 31;,LOW
D7-001,ModelMappedResponse.java,218,Date,LocalDate / LocalDateTime,LOW
D7-001,ModelMappedResponse.java,236,Date,LocalDate / LocalDateTime,LOW
D7-001,ModelMappedResponse.java,345,Date,LocalDate / LocalDateTime,LOW
D1-001,ModelReftechResponse.java,0,,"Split into ModelReftechResponseCrudService, ModelReftechResponseQueryService, etc.",MEDIUM
D1-004,ModelReftechResponse.java,219,,private static final int CONSTANT_NAME = 31;,LOW
D1-001,ModelResponse.java,0,,"Split into ModelResponseCrudService, ModelResponseQueryService, etc.",MEDIUM
D1-004,ModelResponse.java,321,,private static final int CONSTANT_NAME = 31;,LOW
D7-001,ModelResponse.java,103,Date,LocalDate / LocalDateTime,LOW
D7-001,ModelResponse.java,121,Date,LocalDate / LocalDateTime,LOW
D7-001,ModelResponse.java,305,Date,LocalDate / LocalDateTime,LOW
D11-001,ResponseMessages.java,15,"private String NULL_API_KEY = ""NULL API KEY"";","@Value(""${null_api_key}"") private String NULL_API_KEY;",CRITICAL
D11-001,ResponseMessages.java,16,"private String EMPTY_API_KEY = ""EMPTY API KEY"";","@Value(""${empty_api_key}"") private String EMPTY_API_KEY;",CRITICAL
D11-001,ResponseMessages.java,17,"private String INVALID_API_KEY = ""INVALID API KEY"";","@Value(""${invalid_api_key}"") private String INVALID_API_KEY;",CRITICAL
D1-001,AbstractResource.java,0,,"Split into AbstractResourceCrudService, AbstractResourceQueryService, etc.",MEDIUM
D1-002,AbstractResource.java,481,,Extract private helper methods for logical blocks,MEDIUM
D1-002,BrandResource.java,60,,Extract private helper methods for logical blocks,MEDIUM
D1-002,CarResource.java,103,,Extract private helper methods for logical blocks,MEDIUM
D1-003,CarResource.java,103,,Group parameters into a Request DTO,LOW
D1-002,CarResource.java,249,,Extract private helper methods for logical blocks,MEDIUM
D1-003,CarResource.java,297,,Group parameters into a Request DTO,LOW
D1-002,CarResource.java,374,,Extract private helper methods for logical blocks,MEDIUM
D1-003,LicensePlateResource.java,100,,Group parameters into a Request DTO,LOW
D1-002,LicensePlateResource.java,133,,Extract private helper methods for logical blocks,MEDIUM
D1-002,LicensePlateResource.java,258,,Extract private helper methods for logical blocks,MEDIUM
D8-001,LicensePlateResource.java,133,InputStream resource = new InputStream(...);,try (InputStream resource = new InputStream(...)) { ... },HIGH
D8-001,LicensePlateResource.java,133,FileInputStream resource = new FileInputStream(...);,try (FileInputStream resource = new FileInputStream(...)) { ... },HIGH
D1-002,ModelResource.java,76,,Extract private helper methods for logical blocks,MEDIUM
D1-002,BrandWebServiceImpl.java,201,,Extract private helper methods for logical blocks,MEDIUM
D1-003,CarWebServiceImpl.java,226,,Group parameters into a Request DTO,LOW
D1-002,CarWebServiceImpl.java,281,,Extract private helper methods for logical blocks,MEDIUM
D1-002,CarWebServiceImpl.java,435,,Extract private helper methods for logical blocks,MEDIUM
D1-002,CarWebServiceImpl.java,534,,Extract private helper methods for logical blocks,MEDIUM
D1-002,CarWebServiceImpl.java,627,,Extract private helper methods for logical blocks,MEDIUM
D1-003,CarWebServiceImpl.java,722,,Group parameters into a Request DTO,LOW
D11-001,Constants.java,81,"private String REQUEST_HEADER_API_KEY = ""API-Key"";","@Value(""${request_header_api_key}"") private String REQUEST_HEADER_API_KEY;",CRITICAL
D11-001,Constants.java,166,"private String CIN_API_KEY = ""1448a8f83def4b839c9d1460046e45dd"";","@Value(""${cin_api_key}"") private String CIN_API_KEY;",CRITICAL
D1-001,LicencePlateServiceImpl.java,0,,"Split into LicencePlateServiceImplCrudService, LicencePlateServiceImplQueryService, etc.",MEDIUM
D1-003,LicencePlateServiceImpl.java,370,,Group parameters into a Request DTO,LOW
D1-003,LicencePlateServiceImpl.java,439,,Group parameters into a Request DTO,LOW
D1-003,LicencePlateServiceImpl.java,474,,Group parameters into a Request DTO,LOW
D1-002,LicencePlateServiceImpl.java,512,,Extract private helper methods for logical blocks,MEDIUM
D1-003,LicencePlateServiceImpl.java,512,,Group parameters into a Request DTO,LOW
D1-002,LicencePlateServiceImpl.java,680,,Extract private helper methods for logical blocks,MEDIUM
D1-003,LicencePlateServiceImpl.java,680,,Group parameters into a Request DTO,LOW
D1-002,LicencePlateServiceImpl.java,774,,Extract private helper methods for logical blocks,MEDIUM
D1-002,LicencePlateServiceImpl.java,938,,Extract private helper methods for logical blocks,MEDIUM
D7-001,LicencePlateServiceImpl.java,633,Date,LocalDate / LocalDateTime,LOW
D7-001,LicencePlateServiceImpl.java,634,Date,LocalDate / LocalDateTime,LOW
D7-001,LicencePlateServiceImpl.java,655,Date,LocalDate / LocalDateTime,LOW
D7-001,LicencePlateServiceImpl.java,656,Date,LocalDate / LocalDateTime,LOW
D8-001,LicencePlateServiceImpl.java,1215,InputStream resource = new InputStream(...);,try (InputStream resource = new InputStream(...)) { ... },HIGH
D8-001,LicencePlateServiceImpl.java,1215,FileInputStream resource = new FileInputStream(...);,try (FileInputStream resource = new FileInputStream(...)) { ... },HIGH
D1-002,ModelWebServiceImpl.java,247,,Extract private helper methods for logical blocks,MEDIUM
D1-002,ModelWebServiceImpl.java,393,,Extract private helper methods for logical blocks,MEDIUM
D1-002,VinServiceImpl.java,55,,Extract private helper methods for logical blocks,MEDIUM
D1-002,WebserviceLogServiceImpl.java,51,,Extract private helper methods for logical blocks,MEDIUM
D1-003,WebserviceLogServiceImpl.java,51,,Group parameters into a Request DTO,LOW
D7-001,WebserviceLogServiceImpl.java,67,Date,LocalDate / LocalDateTime,LOW
D7-001,WebserviceLogServiceImpl.java,67,Date,LocalDate / LocalDateTime,LOW
D1-003,LicencePlateService.java,31,,Group parameters into a Request DTO,LOW
D1-003,WebserviceLogService.java,26,,Group parameters into a Request DTO,LOW
D1-001,MisterAutoUtil.java,0,,"Split into MisterAutoUtilCrudService, MisterAutoUtilQueryService, etc.",MEDIUM
D1-001,ApplicationConfig.java,0,,"Split into ApplicationConfigCrudService, ApplicationConfigQueryService, etc.",MEDIUM
D1-004,ErrorBean.java,64,,private static final int CONSTANT_NAME = 31;,LOW
D1-004,GenartOrganMapping.java,42,,private static final int CONSTANT_NAME = 31;,LOW
D1-004,StatusResponse.java,60,,private static final int CONSTANT_NAME = 31;,LOW
D1-002,ApicDocSoaServiceImpl.java,90,,Extract private helper methods for logical blocks,MEDIUM
D1-002,ApicDocSoaServiceImpl.java,140,,Extract private helper methods for logical blocks,MEDIUM
D3-001,ApicDocSoaServiceImpl.java,156,for(x : list) { result += x.toString(); },StringBuilder sb = new StringBuilder(); for(x : list) { sb.append(x); },MEDIUM
D7-001,ApicDocSoaServiceImpl.java,94,Date,LocalDate / LocalDateTime,LOW
D7-001,ApicDocSoaServiceImpl.java,94,Date,LocalDate / LocalDateTime,LOW
D7-001,ApicDocSoaServiceImpl.java,122,Date,LocalDate / LocalDateTime,LOW
D7-001,ApicDocSoaServiceImpl.java,122,Date,LocalDate / LocalDateTime,LOW
D1-002,CatdataServiceImpl.java,81,,Extract private helper methods for logical blocks,MEDIUM
D7-001,CatdataServiceImpl.java,83,Date,LocalDate / LocalDateTime,LOW
D7-001,CatdataServiceImpl.java,83,Date,LocalDate / LocalDateTime,LOW
D7-001,CatdataServiceImpl.java,103,Date,LocalDate / LocalDateTime,LOW
D7-001,CatdataServiceImpl.java,103,Date,LocalDate / LocalDateTime,LOW
D1-002,OEPartsServiceImpl.java,76,,Extract private helper methods for logical blocks,MEDIUM
D1-004,OEPartsServiceImpl.java,191,,private static final int CONSTANT_NAME = 17;,LOW
D1-002,OEPartsServiceImpl.java,314,,Extract private helper methods for logical blocks,MEDIUM
D11-001,Constants.java,22,"private String API_KEY = ""API-Key"";","@Value(""${api_key}"") private String API_KEY;",CRITICAL
D11-001,Constants.java,43,"private String INVALID_API_KEY = ""Invalid API-KEY"";","@Value(""${invalid_api_key}"") private String INVALID_API_KEY;",CRITICAL
D11-001,Constants.java,46,"private String API_KEY_NOT_FOUND = ""API-KEY Not found"";","@Value(""${api_key_not_found}"") private String API_KEY_NOT_FOUND;",CRITICAL
D11-001,Constants.java,97,"private String API_KEY_SPLIT = ""\\s*,\\s*"";","@Value(""${api_key_split}"") private String API_KEY_SPLIT;",CRITICAL
D11-001,Constants.java,125,"private String VIN2OE_API_TOKEN = ""vin2oe-api-token"";","@Value(""${vin2oe_api_token}"") private String VIN2OE_API_TOKEN;",CRITICAL
D1-002,GenartOrganMappingRepositoryImpl.java,43,,Extract private helper methods for logical blocks,MEDIUM
D1-002,OEPartReferenceResource.java,66,,Extract private helper methods for logical blocks,MEDIUM
D1-004,OEPartReferenceResource.java,70,,private static final int CONSTANT_NAME = 400;,LOW
D7-001,OEPartReferenceResource.java,76,Date,LocalDate / LocalDateTime,LOW
D7-001,OEPartReferenceResource.java,76,Date,LocalDate / LocalDateTime,LOW
D7-001,OEPartReferenceResource.java,105,Date,LocalDate / LocalDateTime,LOW
D7-001,OEPartReferenceResource.java,105,Date,LocalDate / LocalDateTime,LOW
D1-001,ApplicationConfig.java,0,,"Split into ApplicationConfigCrudService, ApplicationConfigQueryService, etc.",MEDIUM
D1-001,EsaResponse.java,0,,"Split into EsaResponseCrudService, EsaResponseQueryService, etc.",MEDIUM
D1-002,CorvetServiceImpl.java,56,,Extract private helper methods for logical blocks,MEDIUM
D1-002,CorvetServiceImpl.java,134,,Extract private helper methods for logical blocks,MEDIUM
D1-002,HealthServiceImpl.java,42,,Extract private helper methods for logical blocks,MEDIUM
D1-002,ThubServiceImpl.java,55,,Extract private helper methods for logical blocks,MEDIUM
D1-002,ThubServiceImpl.java,98,,Extract private helper methods for logical blocks,MEDIUM
D11-001,Constants.java,14,"private String API_KEY = ""API-Key"";","@Value(""${api_key}"") private String API_KEY;",CRITICAL
D11-001,Constants.java,47,"private String PASSWORD = ""password"";","@Value(""${password}"") private String PASSWORD;",CRITICAL
D1-004,HealthServiceResource.java,88,,private static final int CONSTANT_NAME = 400;,LOW
D1-004,HealthServiceResource.java,88,,private static final int CONSTANT_NAME = 401;,LOW
D1-004,HealthServiceResource.java,103,,private static final int CONSTANT_NAME = 400;,LOW
D1-004,HealthServiceResource.java,103,,private static final int CONSTANT_NAME = 401;,LOW
D1-002,RpoResource.java,72,,Extract private helper methods for logical blocks,MEDIUM
D1-004,RpoResource.java,77,,private static final int CONSTANT_NAME = 406;,LOW
D1-004,RpoResource.java,124,,private static final int CONSTANT_NAME = 400;,LOW
D1-004,RpoResource.java,124,,private static final int CONSTANT_NAME = 401;,LOW
D1-004,RpoResource.java,125,,private static final int CONSTANT_NAME = 406;,LOW
D1-004,RpoResource.java,143,,private static final int CONSTANT_NAME = 400;,LOW
D1-004,RpoResource.java,143,,private static final int CONSTANT_NAME = 401;,LOW
D1-001,ApplicationConfig.java,0,,"Split into ApplicationConfigCrudService, ApplicationConfigQueryService, etc.",MEDIUM
D1-004,BrandMappedResponse.java,83,,private static final int CONSTANT_NAME = 31;,LOW
D1-004,BrandReftechResponse.java,83,,private static final int CONSTANT_NAME = 31;,LOW
D1-004,BrandResponse.java,127,,private static final int CONSTANT_NAME = 31;,LOW
D1-001,CarMappedResponse.java,0,,"Split into CarMappedResponseCrudService, CarMappedResponseQueryService, etc.",MEDIUM
D1-004,CarMappedResponse.java,477,,private static final int CONSTANT_NAME = 31;,LOW
D1-001,CarReftechResponse.java,0,,"Split into CarReftechResponseCrudService, CarReftechResponseQueryService, etc.",MEDIUM
D1-004,CarReftechResponse.java,279,,private static final int CONSTANT_NAME = 31;,LOW
D1-001,ModelMappedResponse.java,0,,"Split into ModelMappedResponseCrudService, ModelMappedResponseQueryService, etc.",MEDIUM
D1-004,ModelMappedResponse.java,361,,private static final int CONSTANT_NAME = 31;,LOW
D7-001,ModelMappedResponse.java,218,Date,LocalDate / LocalDateTime,LOW
D7-001,ModelMappedResponse.java,236,Date,LocalDate / LocalDateTime,LOW
