Rule,File,Line,Before,After,Severity
D1-001,ApplicationConfig.java,0,,"Split into ApplicationConfigCrudService, ApplicationConfigQueryService, etc.",MEDIUM
D1-001,TokenRepresentation.java,0,,"Split into TokenRepresentationCrudService, TokenRepresentationQueryService, etc.",MEDIUM
D1-003,CustomerAtService.java,23,,Group parameters into a Request DTO,LOW
D1-002,AuthentiationServiceImpl.java,173,,Extract private helper methods for logical blocks,MEDIUM
D1-002,CustomerAtServiceImpl.java,49,,Extract private helper methods for logical blocks,MEDIUM
D1-003,CustomerAtServiceImpl.java,49,,Group parameters into a Request DTO,LOW
D1-003,CustomerAtServiceImpl.java,103,,Group parameters into a Request DTO,LOW
D1-002,CustomerAtServiceImpl.java,190,,Extract private helper methods for logical blocks,MEDIUM
D1-002,CustomerAtServiceImpl.java,351,,Extract private helper methods for logical blocks,MEDIUM
D8-001,CustomerAtServiceImpl.java,49,Connection resource = new Connection(...);,try (Connection resource = new Connection(...)) { ... },HIGH
D1-001,DimboServiceImpl.java,0,,"Split into DimboServiceImplCrudService, DimboServiceImplQueryService, etc.",MEDIUM
D1-002,DimboServiceImpl.java,148,,Extract private helper methods for logical blocks,MEDIUM
D1-002,DimboServiceImpl.java,223,,Extract private helper methods for logical blocks,MEDIUM
D1-002,DimboServiceImpl.java,273,,Extract private helper methods for logical blocks,MEDIUM
D1-002,DimboServiceImpl.java,395,,Extract private helper methods for logical blocks,MEDIUM
D1-002,DimboServiceImpl.java,479,,Extract private helper methods for logical blocks,MEDIUM
D1-002,DimboServiceImpl.java,546,,Extract private helper methods for logical blocks,MEDIUM
D1-002,DimboServiceImpl.java,623,,Extract private helper methods for logical blocks,MEDIUM
D1-002,DimboServiceImpl.java,667,,Extract private helper methods for logical blocks,MEDIUM
D1-002,DimboServiceImpl.java,707,,Extract private helper methods for logical blocks,MEDIUM
D1-002,DimboServiceImpl.java,763,,Extract private helper methods for logical blocks,MEDIUM
D1-002,DimboServiceImpl.java,839,,Extract private helper methods for logical blocks,MEDIUM
D1-002,DimboServiceImpl.java,920,,Extract private helper methods for logical blocks,MEDIUM
D1-002,DimboServiceImpl.java,1068,,Extract private helper methods for logical blocks,MEDIUM
D1-002,DimboServiceImpl.java,1282,,Extract private helper methods for logical blocks,MEDIUM
D7-001,DimboServiceImpl.java,515,Date,LocalDate / LocalDateTime,LOW
D7-001,DimboServiceImpl.java,537,Date,LocalDate / LocalDateTime,LOW
D7-001,DimboServiceImpl.java,926,Date,LocalDate / LocalDateTime,LOW
D1-002,JwkPublicKeyProvider.java,64,,Extract private helper methods for logical blocks,MEDIUM
D1-002,JwkPublicKeyProvider.java,125,,Extract private helper methods for logical blocks,MEDIUM
D11-001,JwkPublicKeyProvider.java,46,"private String POST_FIELD_API_KEY = ""apiKey"";","@Value(""${post_field_api_key}"") private String POST_FIELD_API_KEY;",CRITICAL
D1-002,MaintenancePlanImpl.java,98,,Extract private helper methods for logical blocks,MEDIUM
D1-002,MaintenancePlanImpl.java,235,,Extract private helper methods for logical blocks,MEDIUM
D1-002,MaintenancePlanImpl.java,598,,Extract private helper methods for logical blocks,MEDIUM
D7-001,MaintenancePlanImpl.java,287,Date,LocalDate / LocalDateTime,LOW
D7-001,MaintenancePlanImpl.java,424,Date,LocalDate / LocalDateTime,LOW
D7-001,MaintenancePlanImpl.java,560,Date,LocalDate / LocalDateTime,LOW
D7-001,MaintenancePlanImpl.java,561,Date,LocalDate / LocalDateTime,LOW
D7-001,MaintenancePlanImpl.java,566,Date,LocalDate / LocalDateTime,LOW
D7-001,MaintenancePlanImpl.java,566,Date,LocalDate / LocalDateTime,LOW
D7-001,MaintenancePlanImpl.java,579,Date,LocalDate / LocalDateTime,LOW
D1-002,V360ServiceImpl.java,90,,Extract private helper methods for logical blocks,MEDIUM
D1-002,V360ServiceImpl.java,216,,Extract private helper methods for logical blocks,MEDIUM
D8-001,V360ServiceImpl.java,90,Connection resource = new Connection(...);,try (Connection resource = new Connection(...)) { ... },HIGH
D1-002,ValidatorImpl.java,68,,Extract private helper methods for logical blocks,MEDIUM
D1-003,ValidatorImpl.java,155,,Group parameters into a Request DTO,LOW
D1-003,ValidatorImpl.java,173,,Group parameters into a Request DTO,LOW
D1-003,ValidatorImpl.java,190,,Group parameters into a Request DTO,LOW
D1-002,ValidatorImpl.java,223,,Extract private helper methods for logical blocks,MEDIUM
D1-002,ValidatorImpl.java,281,,Extract private helper methods for logical blocks,MEDIUM
D1-002,ValidatorImpl.java,358,,Extract private helper methods for logical blocks,MEDIUM
D1-002,ValidatorImpl.java,419,,Extract private helper methods for logical blocks,MEDIUM
D1-002,VehicleInformationServiceImpl.java,176,,Extract private helper methods for logical blocks,MEDIUM
D1-002,VehicleInformationServiceImpl.java,233,,Extract private helper methods for logical blocks,MEDIUM
D1-002,VehicleInformationServiceImpl.java,364,,Extract private helper methods for logical blocks,MEDIUM
D1-002,VehicleInformationServiceImpl.java,532,,Extract private helper methods for logical blocks,MEDIUM
D7-001,VehicleInformationServiceImpl.java,349,Date,LocalDate / LocalDateTime,LOW
D1-003,Validator.java,47,,Group parameters into a Request DTO,LOW
D1-003,Validator.java,63,,Group parameters into a Request DTO,LOW
D1-001,AuthPayloadResponse.java,0,,"Split into AuthPayloadResponseCrudService, AuthPayloadResponseQueryService, etc.",MEDIUM
D1-002,DateFormatUtility.java,41,,Extract private helper methods for logical blocks,MEDIUM
D7-001,DateFormatUtility.java,41,Date,LocalDate / LocalDateTime,LOW
D7-001,DateFormatUtility.java,42,Date,LocalDate / LocalDateTime,LOW
D7-001,DateFormatUtility.java,92,Date,LocalDate / LocalDateTime,LOW
D7-001,DateFormatUtility.java,93,Date,LocalDate / LocalDateTime,LOW
D7-001,DateFormatUtility.java,112,Date,LocalDate / LocalDateTime,LOW
D7-001,DateFormatUtility.java,113,Date,LocalDate / LocalDateTime,LOW
D7-001,DateFormatUtility.java,148,Date,LocalDate / LocalDateTime,LOW
D7-001,DateFormatUtility.java,149,Date,LocalDate / LocalDateTime,LOW
D7-001,DateFormatUtility.java,161,Date,LocalDate / LocalDateTime,LOW
D7-001,DateFormatUtility.java,162,Date,LocalDate / LocalDateTime,LOW
D7-001,DateFormatUtility.java,174,Date,LocalDate / LocalDateTime,LOW
D7-001,DateFormatUtility.java,175,Date,LocalDate / LocalDateTime,LOW
D7-001,DateFormatUtility.java,192,Date,LocalDate / LocalDateTime,LOW
D1-002,DimboUtils.java,101,,Extract private helper methods for logical blocks,MEDIUM
D11-001,ErrorMessageConstants.java,31,"private String ISSUE_MSG_TOKEN_VERIFICATION_FAILED = ""The Request failed because Token verification failed"";","@Value(""${issue_msg_token_verification_failed}"") private String ISSUE_MSG_TOKEN_VERIFICATION_FAILED;",CRITICAL
D11-001,ErrorMessageConstants.java,34,"private String ISSUE_MSG_EXCEPTION_VERIFYING_TOKEN = ""The request couldn't processed because Error occured while Verifying token"";","@Value(""${issue_msg_exception_verifying_token}"") private String ISSUE_MSG_EXCEPTION_VERIFYING_TOKEN;",CRITICAL
D11-001,ErrorMessageConstants.java,76,"private String ISSUE_MSG_TOKEN_MISSING = ""Token is a mandatory parameter"";","@Value(""${issue_msg_token_missing}"") private String ISSUE_MSG_TOKEN_MISSING;",CRITICAL
D11-001,ErrorMessageConstants.java,79,"private String ISSUE_MSG_TOKEN_RRDI_MISSING = ""RRDI is a mandatory parameter"";","@Value(""${issue_msg_token_rrdi_missing}"") private String ISSUE_MSG_TOKEN_RRDI_MISSING;",CRITICAL
D11-001,ErrorMessageConstants.java,82,"private String ISSUE_MSG_TOKEN_USER_NAME_MISSING = ""UserName is a mandatory parameter"";","@Value(""${issue_msg_token_user_name_missing}"") private String ISSUE_MSG_TOKEN_USER_NAME_MISSING;",CRITICAL
D11-001,ErrorMessageConstants.java,85,"private String ISSUE_MSG_TOKEN_USER_COUNTRY_MISSING = ""UserCountry is a mandatory parameter"";","@Value(""${issue_msg_token_user_country_missing}"") private String ISSUE_MSG_TOKEN_USER_COUNTRY_MISSING;",CRITICAL
D11-001,ErrorMessageConstants.java,88,"private String ISSUE_MSG_TOKEN_POS_MISSING = ""Pos is a mandatory parameter"";","@Value(""${issue_msg_token_pos_missing}"") private String ISSUE_MSG_TOKEN_POS_MISSING;",CRITICAL
D11-001,ErrorMessageConstants.java,103,"private String ERR_MSG_EXCEPTION_VERIFYING_TOKEN = ""dimbo.i18.api.exception.verify.token"";","@Value(""${err_msg_exception_verifying_token}"") private String ERR_MSG_EXCEPTION_VERIFYING_TOKEN;",CRITICAL
D11-001,ErrorMessageConstants.java,161,"private String ERR_MSG_TOKEN_VIN_IS_MISSING = ""dimbo.i18.api.error.vin.missing"";","@Value(""${err_msg_token_vin_is_missing}"") private String ERR_MSG_TOKEN_VIN_IS_MISSING;",CRITICAL
D11-001,ErrorMessageConstants.java,164,"private String ERR_MSG_TOKEN_USERID_IS_MISSING = ""dimbo.i18.api.error.userID.missing"";","@Value(""${err_msg_token_userid_is_missing}"") private String ERR_MSG_TOKEN_USERID_IS_MISSING;",CRITICAL
D11-001,ErrorMessageConstants.java,167,"private String ERR_MSG_TOKEN_SOURCE_APPLICATION_IS_MISSING = ""dimbo.i18.api.error.sourceApplication.missing"";","@Value(""${err_msg_token_source_application_is_missing}"") private String ERR_MSG_TOKEN_SOURCE_APPLICATION_IS_MISSING;",CRITICAL
D11-001,ErrorMessageConstants.java,170,"private String ERR_MSG_TOKEN_LANGUAGE_IS_MISSING = ""dimbo.i18.api.error.language.missing"";","@Value(""${err_msg_token_language_is_missing}"") private String ERR_MSG_TOKEN_LANGUAGE_IS_MISSING;",CRITICAL
D11-001,ErrorMessageConstants.java,188,"private String ERR_MSG_TOKEN_NOT_VALID = ""dimbo.i18.api.error.token.invalid"";","@Value(""${err_msg_token_not_valid}"") private String ERR_MSG_TOKEN_NOT_VALID;",CRITICAL
D11-001,ErrorMessageConstants.java,191,"private String ERR_MSG_TOKEN_IS_EXPIRED = ""dimbo.i18.api.error.token.expired"";","@Value(""${err_msg_token_is_expired}"") private String ERR_MSG_TOKEN_IS_EXPIRED;",CRITICAL
D11-001,ErrorMessageConstants.java,194,"private String ERR_MSG_TOKEN_MISSING = ""dimbo.i18.api.error.token.missing"";","@Value(""${err_msg_token_missing}"") private String ERR_MSG_TOKEN_MISSING;",CRITICAL
D11-001,ErrorMessageConstants.java,197,"private String ERR_MSG_TOKEN_RRDI_MISSING = ""dimbo.i18.api.error.rrdi.missing"";","@Value(""${err_msg_token_rrdi_missing}"") private String ERR_MSG_TOKEN_RRDI_MISSING;",CRITICAL
D11-001,ErrorMessageConstants.java,200,"private String ERR_MSG_TOKEN_LOCALE_IS_MISSING = ""dimbo.i18.api.error.locale.missing"";","@Value(""${err_msg_token_locale_is_missing}"") private String ERR_MSG_TOKEN_LOCALE_IS_MISSING;",CRITICAL
D11-001,ErrorMessageConstants.java,203,"private String ERR_MSG_TOKEN_USER_NAME_MISSING = ""dimbo.i18.api.error.username.missing"";","@Value(""${err_msg_token_user_name_missing}"") private String ERR_MSG_TOKEN_USER_NAME_MISSING;",CRITICAL
D11-001,ErrorMessageConstants.java,206,"private String ERR_MSG_TOKEN_USER_COUNTRY_MISSING = ""dimbo.i18.api.error.usercountry.missing"";","@Value(""${err_msg_token_user_country_missing}"") private String ERR_MSG_TOKEN_USER_COUNTRY_MISSING;",CRITICAL
D11-001,ErrorMessageConstants.java,209,"private String ERR_MSG_TOKEN_POS_MISSING = ""dimbo.i18.api.error.pos.missing"";","@Value(""${err_msg_token_pos_missing}"") private String ERR_MSG_TOKEN_POS_MISSING;",CRITICAL
D11-001,ErrorMessageConstants.java,338,"private String ERR_MSG_TOKEN_VERIFICATION_FAILED = ""Token verification failed"";","@Value(""${err_msg_token_verification_failed}"") private String ERR_MSG_TOKEN_VERIFICATION_FAILED;",CRITICAL
D11-001,ErrorMessageConstants.java,343,"private String ERR_MSG_TOKEN_REPAIRER_COUNTRY_INVALID = ""dimbo.i18.api.error.token.repairercountry.invalid"";","@Value(""${err_msg_token_repairer_country_invalid}"") private String ERR_MSG_TOKEN_REPAIRER_COUNTRY_INVALID;",CRITICAL
D11-001,ErrorMessageConstants.java,345,"private String ERR_MSG_TOKEN_USER_COUNTRY_INVALID = ""dimbo.i18.api.error.token.usercountry.invalid"";","@Value(""${err_msg_token_user_country_invalid}"") private String ERR_MSG_TOKEN_USER_COUNTRY_INVALID;",CRITICAL
D11-001,ErrorMessageConstants.java,347,"private String ERR_MSG_TOKEN_LOCALE_INVALID = ""dimbo.i18.api.error.token.locale.invalid"";","@Value(""${err_msg_token_locale_invalid}"") private String ERR_MSG_TOKEN_LOCALE_INVALID;",CRITICAL
D11-001,ErrorMessageConstants.java,357,"private String ERR_MSG_AUTH_TOKEN_MISSING = ""dimbo.i18.api.error.Auth.token.missing"";","@Value(""${err_msg_auth_token_missing}"") private String ERR_MSG_AUTH_TOKEN_MISSING;",CRITICAL
D1-001,TiAuthPayloadResponse.java,0,,"Split into TiAuthPayloadResponseCrudService, TiAuthPayloadResponseQueryService, etc.",MEDIUM
D1-002,BookletDataDetailsRepositoryImpl.java,196,,Extract private helper methods for logical blocks,MEDIUM
D6-001,BookletDataDetailsRepositoryImpl.java,73,"""SELECT * FROM x WHERE name = '"" + userInput + ""'""","""SELECT * FROM x WHERE name = ?"" with PreparedStatement / @Query :param",CRITICAL
D6-001,BookletDataDetailsRepositoryImpl.java,196,"""SELECT * FROM x WHERE name = '"" + userInput + ""'""","""SELECT * FROM x WHERE name = ?"" with PreparedStatement / @Query :param",CRITICAL
D1-002,ServiceHistoryJpaRepository.java,173,,Extract private helper methods for logical blocks,MEDIUM
D1-002,AuthenticationResource.java,88,,Extract private helper methods for logical blocks,MEDIUM
D1-002,AuthenticationResource.java,150,,Extract private helper methods for logical blocks,MEDIUM
D1-002,AuthenticationResource.java,203,,Extract private helper methods for logical blocks,MEDIUM
D11-001,AuthenticationResource.java,53,"private String TOKEN = ""Token"";","@Value(""${token}"") private String TOKEN;",CRITICAL
D1-002,CustomerAtResource.java,81,,Extract private helper methods for logical blocks,MEDIUM
D1-003,CustomerAtResource.java,81,,Group parameters into a Request DTO,LOW
D1-002,DimboResource.java,109,,Extract private helper methods for logical blocks,MEDIUM
D1-002,DimboResource.java,167,,Extract private helper methods for logical blocks,MEDIUM
D1-002,DimboResource.java,259,,Extract private helper methods for logical blocks,MEDIUM
D1-002,DimboResource.java,385,,Extract private helper methods for logical blocks,MEDIUM
D1-002,DimboResource.java,442,,Extract private helper methods for logical blocks,MEDIUM
D1-003,DimboResource.java,442,,Group parameters into a Request DTO,LOW
D11-001,DimboResource.java,59,"private String TOKEN = ""Token"";","@Value(""${token}"") private String TOKEN;",CRITICAL
D1-002,HealthResource.java,64,,Extract private helper methods for logical blocks,MEDIUM
D1-002,HealthResource.java,109,,Extract private helper methods for logical blocks,MEDIUM
D1-002,HealthResource.java,157,,Extract private helper methods for logical blocks,MEDIUM
D1-002,MaintenancePlanResource.java,106,,Extract private helper methods for logical blocks,MEDIUM
D1-003,MaintenancePlanResource.java,106,,Group parameters into a Request DTO,LOW
D1-004,MaintenancePlanResource.java,110,,private static final int CONSTANT_NAME = 400;,LOW
D1-002,MaintenancePlanResource.java,177,,Extract private helper methods for logical blocks,MEDIUM
D1-003,MaintenancePlanResource.java,177,,Group parameters into a Request DTO,LOW
D1-004,MaintenancePlanResource.java,182,,private static final int CONSTANT_NAME = 400;,LOW
D1-002,VehicleSearchResource.java,79,,Extract private helper methods for logical blocks,MEDIUM
D1-002,VehicleSearchResource.java,172,,Extract private helper methods for logical blocks,MEDIUM
D7-001,JobExecutionCleanup.java,61,Date,LocalDate / LocalDateTime,LOW
D7-001,JobExecutionCleanup.java,61,Date,LocalDate / LocalDateTime,LOW
D8-001,BcfFormRowMapper.java,32,ResultSet resource = new ResultSet(...);,try (ResultSet resource = new ResultSet(...)) { ... },HIGH
D8-001,LastTransferTimestampPreparedStatementSettter.java,37,PreparedStatement resource = new PreparedStatement(...);,try (PreparedStatement resource = new PreparedStatement(...)) { ... },HIGH
D7-001,BcfFormFlatFileWriterAC.java,66,Date,LocalDate / LocalDateTime,LOW
D8-001,BcfFormFlatFileWriterAC.java,63,BufferedWriter resource = new BufferedWriter(...);,try (BufferedWriter resource = new BufferedWriter(...)) { ... },HIGH
D8-001,BcfFormFlatFileWriterAC.java,63,FileWriter resource = new FileWriter(...);,try (FileWriter resource = new FileWriter(...)) { ... },HIGH
D7-001,BcfFormFlatFileWriterAP.java,66,Date,LocalDate / LocalDateTime,LOW
D8-001,BcfFormFlatFileWriterAP.java,63,BufferedWriter resource = new BufferedWriter(...);,try (BufferedWriter resource = new BufferedWriter(...)) { ... },HIGH
D8-001,BcfFormFlatFileWriterAP.java,63,FileWriter resource = new FileWriter(...);,try (FileWriter resource = new FileWriter(...)) { ... },HIGH
D7-001,BcfFormFlatFileWriterDS.java,66,Date,LocalDate / LocalDateTime,LOW
D8-001,BcfFormFlatFileWriterDS.java,63,BufferedWriter resource = new BufferedWriter(...);,try (BufferedWriter resource = new BufferedWriter(...)) { ... },HIGH
D8-001,BcfFormFlatFileWriterDS.java,63,FileWriter resource = new FileWriter(...);,try (FileWriter resource = new FileWriter(...)) { ... },HIGH
D7-001,BcfFormFlatFileWriterOV.java,66,Date,LocalDate / LocalDateTime,LOW
D8-001,BcfFormFlatFileWriterOV.java,63,BufferedWriter resource = new BufferedWriter(...);,try (BufferedWriter resource = new BufferedWriter(...)) { ... },HIGH
D8-001,BcfFormFlatFileWriterOV.java,63,FileWriter resource = new FileWriter(...);,try (FileWriter resource = new FileWriter(...)) { ... },HIGH
D6-001,BcfFormWriterUtil.java,66,"""SELECT * FROM x WHERE name = '"" + userInput + ""'""","""SELECT * FROM x WHERE name = ?"" with PreparedStatement / @Query :param",CRITICAL
D8-001,BcfFormWriterUtil.java,36,BufferedWriter resource = new BufferedWriter(...);,try (BufferedWriter resource = new BufferedWriter(...)) { ... },HIGH
D1-004,OAuth2TokenValidationServiceImpl.java,69,,private static final int CONSTANT_NAME = 5;,LOW
D1-004,OAuth2TokenValidationServiceImpl.java,69,,private static final int CONSTANT_NAME = 5;,LOW
D1-002,OAuth2TokenValidationServiceImpl.java,77,,Extract private helper methods for logical blocks,MEDIUM
D11-001,AppConstants.java,54,"private String ACCESS_TOKEN = ""access_token"";","@Value(""${access_token}"") private String ACCESS_TOKEN;",CRITICAL
D11-001,AppConstants.java,75,"private String TOKEN = ""Token"";","@Value(""${token}"") private String TOKEN;",CRITICAL
D11-001,AppConstants.java,81,"private String TOKEN_EXPIRED_FOR_USERID = ""Token expired for userId : "";","@Value(""${token_expired_for_userid}"") private String TOKEN_EXPIRED_FOR_USERID;",CRITICAL
D7-001,SnowflakeJobCleanup.java,53,Date,LocalDate / LocalDateTime,LOW
D7-001,SnowflakeJobCleanup.java,53,Date,LocalDate / LocalDateTime,LOW
D8-001,BcfFormRowMapper.java,17,ResultSet resource = new ResultSet(...);,try (ResultSet resource = new ResultSet(...)) { ... },HIGH
D7-001,SnowflakeFlatFileWriter.java,44,Date,LocalDate / LocalDateTime,LOW
D8-001,SnowflakeFlatFileWriter.java,41,BufferedWriter resource = new BufferedWriter(...);,try (BufferedWriter resource = new BufferedWriter(...)) { ... },HIGH
D8-001,SnowflakeFlatFileWriter.java,41,FileWriter resource = new FileWriter(...);,try (FileWriter resource = new FileWriter(...)) { ... },HIGH
D6-001,SnowflakeWriterUtil.java,63,"""SELECT * FROM x WHERE name = '"" + userInput + ""'""","""SELECT * FROM x WHERE name = ?"" with PreparedStatement / @Query :param",CRITICAL
D8-001,SnowflakeWriterUtil.java,33,BufferedWriter resource = new BufferedWriter(...);,try (BufferedWriter resource = new BufferedWriter(...)) { ... },HIGH
